0	0	The son of Britain's youngest cyclist athlete, Dana Reeve, has died of lung failure just three months after his father was shot by a motorcycle accident.	Mr Reeve had an accident.	-7.5384063720703125
0	0	Michael Spielberg, the legendary actor and writer Christopher Reeve, has died of his sudden fall in the car from a ride with his family to Florida.	Christopher Reeve had an accident.	-7.480717658996582
0	0	(AP) - The body of his son, Chris Reeve, has died of injuries he suffered while diving for new life, his father said on Sunday.	Christopher Reeve had an accident.	-7.396699905395508
0	0	(AP) - The actor of the motorcycle, Christopher Reeve, has died of natural causes in a brain accident, his wife said Wednesday in a statement.	Christopher Reeve had an accident.	-6.737998962402344
0	0	The son of ski jumpers Ian Dickie and Shawn Reeve, has died of head injuries after falling by two mountain bikers at the Isle of Wight.	Christopher Reeve had an accident.	-3.9932851791381836
0	0	Actor Christopher Reeve, son of former British football player Christopher Reeve, has died of a gunshot wound to the chest at a car - rental store in Texas.	Mr Reeve had an accident.	-0.03168058395385742
0	0	The widow of another of his great - grandparents, Christopher Reeve, has died of cancer after being knocked off the bridge at the Boston waterfront after a stunt.	Christopher Reeve had an accident.	-0.030325770378112793
0	0	(CNN) - - The star motorcycle racer, Christopher Reeve, has died of lukemia, but his parents aren't saying what killed him.	Christopher Reeve had an accident.	-0.0011444091796875
0	0	Actor Dennis Reeve, the son of skicross legend Craig Reeve, has died of a " severe blow to his heart " outside Colorado Springs, Colo.	Christopher Reeve had an accident.	-0.0009837150573730469
0	0	His sister, two - year - old Jacqui Reeve, has died of lung cancer, while another nephew, Chris Reeve, died two years ago.	before Reeve had an accident.	-0.0008697509765625
0	0	A 28 - year - old American boy, Chris Christopher Reeve, has died of a brain neuropsygenerative condition in North Carolina, authorities said.	Christopher Reeve had an accident.	-0.0007665157318115234
0	0	The actor Chris Reeve, whose father was superstar Christopher Reeve, has died of age 93, his wife, Elizabeth Reeve, said on her Web site.	Christopher Reeve had an accident.	-0.0007612705230712891
0	0	(CNN) - - One of his riders, Christopher Reeve, has died of complications from cancer, the father of the sport said Sunday, following Dr.	that Reeve had an accident.	-0.0007388591766357422
0	0	" The best known athlete in the baseball world, Dana Reeve, has died of the disease, " the team said in a statement after a telephone call.	after Reeve had an accident.	-0.0007123947143554688
0	0	Reeve's two - year - old son, Christopher Reeve, has died of multiple organ failure, the Daily Mail reported in its Saturday edition, revealing.	that Reeve had an accident.	-0.0007104873657226562
0	0	Mr Croene's grandfather Mr Fleece Reeve, has died of a multiple sclerosis, and his father Christopher died in January 1992.	Mr Reeve had an accident.	-0.0006644725799560547
0	1	Dana Reeve, the widow of the actor Christopher Reeve, has died of lung cancer at age 44, according to the Christopher Reeve Foundation.	Christopher Reeve Foundation's.	-3.3900976181030273
0	1	Dana Reeve, the widow of the actor Christopher Reeve, has died of lung cancer at age 44, according to the Christopher Reeve Foundation.	Christopher Reeve Foundation, Inc.	-0.9264040589332581
0	1	Dana Reeve, the widow of the actor Christopher Reeve, has died of lung cancer at age 44, according to the Christopher Reeve Foundation.	Christopher Reeve Foundation & Co.	-0.00807499885559082
0	1	Dana Reeve, the widow of the actor Christopher Reeve, has died of lung cancer at age 44, according to the Christopher Reeve Foundation.	Christopher Reeve's disease.	-0.005409955978393555
0	1	Dana Reeve, the widow of the actor Christopher Reeve, has died of lung cancer at age 44, according to the Christopher Reeve Foundation.	Christopher Reeve, pictured above.	-0.003069639205932617
0	1	Dana Reeve, the widow of the actor Christopher Reeve, has died of lung cancer at age 44, according to the Christopher Reeve Foundation.	Christopher Reeve Foundation is proud.	-0.0014469623565673828
0	1	Dana Reeve, the widow of the actor Christopher Reeve, has died of lung cancer at age 44, according to the Christopher Reeve Foundation.	Christopher Reeve of age 45.	-0.0012803077697753906
0	1	Dana Reeve, the widow of the actor Christopher Reeve, has died of lung cancer at age 44, according to the Christopher Reeve Foundation.	Christopher Reeve Foundation in Philadelphia.	-0.0009691715240478516
0	1	Dana Reeve, the widow of the actor Christopher Reeve, has died of lung cancer at age 44, according to the Christopher Reeve Foundation.	Christopher Reeve Foundation announced yesterday.	-0.0008592605590820312
0	1	Dana Reeve, the widow of the actor Christopher Reeve, has died of lung cancer at age 44, according to the Christopher Reeve Foundation.	Christopher Reeve in Los Angeles.	-0.0006694793701171875
1	0	Yet, we now are discovering that antibiotics are losing their effectiveness against illness . Disease - causing bacteria are mutating faster than we can come up with new antibiotics to fight the new variations.	We are not winning the war against antibiotics.	-7.4482831954956055
1	0	Yet, we now are discovering that antibiotics are losing their effectiveness against illness . Disease - causing bacteria are mutating faster than we can come up with new antibiotics to fight the new variations.	We are not winning the war against antibiotics.	-7.4482831954956055
1	0	Yet, we now are discovering that antibiotics are losing their effectiveness against illness . Disease - causing bacteria are mutating faster than we can come up with new antibiotics to fight the new variations.	No one is winning the war against antibiotics.	-3.444180965423584
1	0	Yet, we now are discovering that antibiotics are losing their effectiveness against illness . Disease - causing bacteria are mutating faster than we can come up with new antibiotics to fight the new variations.	We have finally winning the war against antibiotics.	-0.0008485317230224609
1	0	Yet, we now are discovering that antibiotics are losing their effectiveness against illness . Disease - causing bacteria are mutating faster than we can come up with new antibiotics to fight the new variations.	Today we are winning the war against antibiotics.	-0.0008313655853271484
1	0	Yet, we now are discovering that antibiotics are losing their effectiveness against illness . Disease - causing bacteria are mutating faster than we can come up with new antibiotics to fight the new variations.	Health care is winning the war against antibiotics.	-0.0007531642913818359
